,Unnamed: 0,class,problem,code,answer
1523,1523,1,"마카롱 55개를를 7사람에게 7개씩 나누어 주려고 한다면, 마카롱이 몇 개 남는지 구하시오.","a = 55
b = 7
c = 7
y = a - b * c
print(y)",10
1524,1524,5,"어떤 수에서 2335씩 커지도록 4번 뛰어 센 다음, 132씩 커지도록 2번 뛰어 세었더니 6514이 되었다면, 어떤 수는 얼마입니까?","a = 2335 * 4
b = 132 * 2
c = 6514
y = c - a - b
print(y)",13
1525,1525,1,올림픽 5년마다 열립니다. 2277 년에 40회 도쿄 올림픽이 열렸습니다. 69회 월드컵이 열리는 해는 몇 년일까요?,"a = 5
b = 2277
c = 40
d = 69
y = b + (a * (d - c))
print(y)",2032
1526,1526,8,한 변의 길이가 1.9m인 정사각형 모양의 텃밭의 네 변의 길이의 합은 몇 m인가요?,"a = 1.9
b = 4
y = a * b
print(y)",5.20
1527,1527,8,넓이가 108센티미터²인 직사각형의 가로가 68센티미터 이면 세로는 몇 센티미터 입니까?,"a = 108
b = 68
y = a / b
print(y)",2
1528,1528,1,"도라미는 180원짜리 동전 17개, 1648원짜리 지폐 15장을 가지고 있습니다. 이 돈을 1000원짜리 지폐로 바꾼다면 최대 얼마까지 바꿀 수 있을까요?","a = 180
b = 17
c = 1648
d = 15
y = (a * b + c * d) // c * c
print(y)",16000
1529,1529,1,물통 하나에는 0.9L가 담겨져있습니다. 물통이 모두 8개라면 물의 양은 모두 몇 L인가요?,"a = 0.9
b = 8
y = a * b
print(y)",7.2
1530,1530,8,반지름이 4cm인 원 모양의 굴렁쇠가 돌아서 앞으로 404cm만큼 갔습니다. 바퀴가 몇 바퀴 돌았는지 구해 보세요. 원주율은 3으로 계산합니다.,"a = 4
b = 404
c = 3
y = b / (2 * a * c)
print(y)",12
1531,1531,1,"구기 종목에서 사용하는 공 중에서 가장 큰 것은 농구공이고, 가장 작은 것은 탁구공입니다. 농구공의 무게는 850g이고, 탁구공의 무게는 1.3g입니다. 농구공의 무게는 탁구공의 무게의 몇 배일까요?","a = 850
b = 1.3
y = a / b
print(y)",326.92
1532,1532,7,사라는 치즈 케이크를 똑같이 8조각으로 나누어 그중 4조각을 먹었습니다. 동욱이가 같은 크기의 케이크를 똑같이 20조각으로 나누어 3조각을 먹었습니다. 누가 케이크를 더 많이 먹었나요?,"a = 8
b = 4
c = 20
d = 3
dicts = {'사라': b / a, '동욱': d / c}
y = max(dicts, key=dicts.get)
print(y)",사라
1533,1533,4,"숫자 9, 1, 5, 23, 19 중에서 , 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [9, 1, 5, 23, 19]
y = max(a) * min(a)
print(y)",39
1534,1534,8,"윗변이 5cm, 밑변이 3cm, 높이가 7cm인 사다리꼴이 있습니다. 이 사다리꼴의 넓이를 구하세요.","a = 5
b = 3
c = 7
y = (a + b) * c / 2
print(y)",10
1535,1535,8,"가로가 7m, 세로가 142cm인 직사각형이 있습니다. 이 직사각형과 밑변이 5m, 높이가 6m인 삼각형의 넓이의 차를 구하시오.","a = 7 * 100
b = 142
c = 5 * 100
d = 6 * 100
y = abs(a * b - c * d / 2)
print(y)",80000
1536,1536,1,"길이가 83m인 도로의 한쪽에 처음부터 끝까지 1m간격으로 가로등을 설치하려고 합니다. 필요한 가로등은 모두 몇 개입니까? (단, 나무의 두께는 생각하지 않습니다.)","a = 83
b = 1
y = a // b + 1 
print(y)",27
1537,1537,5,어떤 수를 4로 나누었더니 몫이 7 이고 나머지가 5였습니다. 어떤 수를 2으로 나누었을 때의 몫과 나머지를 더한 값은 얼마입니까?,"a = 4
b = 7
c = 5
d = 2
e = a * b + c
y = e // d + e % d
print(y)",22
1538,1538,8,원주가 21cm인 원의 반지름의 길이가 세 배가 될 경우 원주는 몇 cm인가요?,"import math

a = 21
b = 3
c = math.pi
y = a * b
print(y)",54
1539,1539,1,"민경이는 집에서 1.6km 거리에 있는 할머니 댁에 가려고 합니다. 0.3km는 걸어서, 0.6km는 버스를 타고, 나머지는 뛰어서 가려고 합니다. 뛰어서 가야 할 거리는 몇 km인지 구해보시오.","a = 1.6
b = 0.3
c = 0.6
y = a - (b + c)
print(y)",0.70
1540,1540,8,한 변의 길이가 4/7미터인 정사각형의 둘레는 몇 미터입니까?,"a = 4 / 7
b = 4
y = a * b
print(y)",3.11
1541,1541,8,"둘레가 79cm이고, 가로의 길이가 13cm인 직사각형이 있습니다. 이 직사각형의 세로는 몇 cm입니까?","a = 4
b = 79
c = 13
y = b / 2 - c
print(y)",26
1542,1542,1,마스크를 한 사람에게 29개씩 나누어 주었더니 모두 9명에게 주고 1개가 남았습니다. 처음 준비한 마스크는 총 몇 개입니까?,"a = 29
b = 9
c = 1
y = a * b + c
print(y)",54
1543,1543,1,미국 돈 1달러가 우리나라 돈으로 4339원이었습니다. 미국 돈 3달러는 우리나라 돈으로 얼마인지 구하세요.,"a = 4339
b = 3
y = a * b
print(y)",5292
1544,1544,3,1부터 9까지의 수 중에서 다음 식 71*4>72*A를 만족하는 수는 모두 몇 개입니까?,"a = 1
b = 9
c = 71
d = 4
e = 72
y = 0
for i in range(a,b+1) :
    if i < c * d / e:
        y += 1 
print(y)",1
1545,1545,1,27÷7＋(8＋8)×2을 계산하세요.,"y = 27 / 7 + (8 + 8) * 2
print(y)",47
1546,1546,4,"케이크와 미역국, 잡채는 각각 662 킬로칼로리, 322 킬로칼로리, 418 킬로칼로리입니다. 열량이 가장 높은 음식과 가장 낮은 음식의 열량은 몇 킬로칼로리가 차이 날까요?","a = [662, 322, 418]
y = max(a) - min(a)
print(y)",266
1547,1547,3,"2장의 수 카드 1, 5, 8, 7, 5가 있습니다. 카드를 한 번씩만 사용하여 두 자리 수 1개를 만들고 나눗셈을 할 다면, 가장 큰 몫은 얼마일까요?","from itertools import permutations

a = ['1', '2', '8', '7', '5']
b = int(max(map(''.join, permutations(a, 1))))
c = int(min(map(''.join, permutations(a, 2))))
y = b // c
print(y)",6
1548,1548,7,"과일 가게에 배가 236개, 귤이 638개 있습니다. 어떤 과일이 더 많습니까?","a = 236
b = 638
dicts = {""배"": a, ""귤"": b}
y = max(dicts, key=dicts.get)
print(y)",배
1549,1549,1,과일 가게에 멜론이 43개 있습니다. 이 멜론을 하루에 9개씩 판다면 며칠 동안 팔아야 할까요?,"from math import ceil

a = 43
b = 9
y = ceil(a / b)
print(y)",8
1550,1550,6,어떤 수를 6로 나누어야 할 것을 잘못하여 곱하였더니 456가 되었습니다. 바르게 계산해보세요.,"a = 6
b = 456
y = (b / a) / a
print(y)",7
1551,1551,1,701 - 271을 계산해보세요.,"a = 701
b = 271
y = a - b 
print(y)",314
1552,1552,1,구슬 81개를 한 명에게 4 개씩 주면 모두 몇 명에게 나누어 줄 수 있을 지 계산해보시오.,"a = 81
b = 4
y = a // b
print(y)",27
1553,1553,1,"리본 2 미터 를 똑같이 16 조각으로 나누어 그중 인혜가 9 조각, 현서가 6 조각을 사용했습니다. 둘이 사용한 리본의 길이의 곱을 구하시오.","a = 2 / 16
b = 9
c = 6
y = (a * b) * (a * c)
print(y)",1.80
1554,1554,6,어떤 수에 85를 곱해야 하는데 실수로 42를 더했더니 36이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 85
b = 42
c = 36
y = (c - b) * a 
print(y)",740
1555,1555,1,학종이가 55장 있습니다. 그중 파란색 색종이가 1/5이라고 합니다. 파란색 색종이는 몇 장이 될까요?,"a = 55
b = 1 / 5
y = a * b
print(y)",11
1556,1556,8,"가로의 길이가 16cm, 세로의 길이가 24cm인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 16
b = 24
y = a * b
print(y)",527
1557,1557,7,"현희는 전체 케이크의 4/2, 유빈이는 1/4 나머지는 세민이가 먹었습니다. 케이크를 가장 많이 먹은 사람은 누구입니까?","a = 4 / 2
b = 1 / 4
c = 1 - (a + b)
dicts = {'현희': a, '유빈': b, '세민': c}
y = max(dicts, key=dicts.get)
print(y)",세민
1558,1558,4,"4/17, 1/7, 3/6, 2/36, 6/17, 6/21, 7/27 중에서 기약분수의 개수를 구하시오.","a = [(4, 17), (1, 7), (3, 6), (2, 36), (6, 17), (6, 21), (7, 27)]
y = 0
for i in a:
    for t in range(2, i[0] + 1):
        if i[0] % t == 0 and i[1] % t == 0:
            break
        if t == i[0]:
            y += 1
print(y)",3
1559,1559,8,한 변의 길이가 3cm 인 정사각형 9개를 일렬로 이어 붙인 직사각형의 네 변의 길이의 합은 몇 cm 입니까?,"a = 3
b = 9
y = (a * b * 2) + a * 2
print(y)",60
1560,1560,8,둘레가 53cm 인 정팔각형의 한 변의 길이는 몇 cm 입니까?,"a = 53
b = 8
y = a / b
print(y)",10
1561,1561,1,한 봉지에 9.53kg씩 들어 있는 소금이 9봉지 있습니다. 이 소금을 21개의 병에 똑같이 나누어 담는다면 한 병에 담을 수 있는 소금은 몇 kg가 될까요?,"a = 9.53
b = 9
c = 21
y = a * b / c
print(y)",3.75
1562,1562,8,"한 변의 길이가 17센티미터, 다른 변의 길이가 25센티미터인 평생사변형이 있습니다. 이 평핸사변형의 둘레를 구하세요.","a = 17
b = 25
y = 2 * (a + b)
print(y)",42
1563,1563,5,"윤진이와 성진이는 각각 1:5의 비율로 프로젝트를 진행했습니다. 일한 만큼 성과금 5253606원을 나눠서을 준다고 할 때, 성진이는 윤진이보다 얼마 더 받게 됩니까?","a = 1
b = 5
c = 5253606
y = abs((c / (a + b))*a - (c / (a + b))*b)
print(y)",2000000
1564,1564,8,반지름의 길이가 13센티미터인 원이 있습니다. 이 원의 넓이는 몇 센티미터²인가요?,"import math

a = 13
b = math.pi
y = (a ** 2) * b
print(y)",314.1592653589793
1565,1565,5,2.4은 0.1이 A개이고 0.1이 5개 있으면 B입니다. A와 B의 합은 얼마입니까?,"a = 2.4
b = 0.1
c = 5
y = a / b + b * c
print(y)",28.90
1566,1566,8,"윗변의 길이가 17센티미터, 아랫변의 길이가 4센티미터인 사다리꼴의 넓이가 54센티미터²라면 높이는 몇 센티미터인가요?","a = 17
b = 4
c = 54
y = c * 2 / (a + b)
print(y)",8
1567,1567,8,"밑변이 10cm, 높이가 28cm인 평행사변형이 있고, 넓이는 밑변이 10cm, 높이가 11cm인 삼각형이 있습니다. 두 도형의 넓이의 차는 몇 cm² 입니까?","a = 10
b = 28
c = 10
d = 11
y = (a * b) - (c * d / 2)
print(y)",100
1568,1568,1,1광년은 9조 3100억 km입니다. 50광년은 몇 km입니까?,"a = 9.31
b = 50
y = a * b * (10 ** 12)
print(y)",465500000000000.0
1569,1569,5,어떤 수의 22 배는 19입니다. 어떤 수의 0.01배는 얼마입니까?,"a = 22
b = 19
c = b / 10
d = 0.01
y = c * d
print(y)",0.02
1570,1570,1,"핑크 형광펜이 41 개, 하늘색 형광펜이 89 개, 라벤더 형광펜이 하늘색 형광펜보다 2 개 더 있습니다. 핑크 형광펜은 라벤더 형광펜보다 몇 개 더 많습니까?","a = 41
b = 89
c = 2
y = a - (b + c)
print(y)",7
1571,1571,4,"21, 57, 42, 73, 91 중에서 83 이하인 수는 모두 몇 개입니까?","a = [21, 57, 42, 73, 91]
b = 83
y = 0
for i in a :
    if i <= b :
        y += 1
print(y)",1
1572,1572,1,똑같은 바게트 5개가 들어 있는 상자의 무게를 재어 보니 823g 이었습니다. 여기에 똑같은 바게트 2 개를 더 넣어 무게를 재어 보니 420g 이었습니다. 상자만의 무게는 몇 g 일까요?,"a = 5
b = 823
c = 2
d = 420
y = b - (d - b) / c * a
print(y)",180
1573,1573,1,영선이는 한 봉지에 9개씩 들어 있는 딱지를 35봉지 가지고 있습니다. 이 딱지를 친구 32명에게 똑같이 나누어 주려고 합니다. 친구 한 명에게 딱지를 몇 개씩 나누어 줄 수 있습니까?,"a = 9
b = 35
c = 32
y = a * b // c
print(y)",15
1574,1574,8,"가로가 8cm, 세로가 8cm인 직육면체의 모든 모서리의 길이의 합이 42cm일 때 직육면체의 높이를 구하시오.","a = 8
b = 8
c = 42
y = (c - (a + b) * 4) / 4
print(y)",3
1575,1575,3,"4장의 수 카드 1, 3, 9, 5가 있습니다. 카드를 한 번씩만 사용하여 두 자리 수 2개를 만들고 나눗셈을 할 때, 가장 큰 몫은 얼마입니까?","from itertools import permutations

a = ['1', '3', '9', '5']
b = int(max(map(''.join, permutations(a, 2))))
c = int(min(map(''.join, permutations(a, 2))))
y = b // c
print(y)",7
1576,1576,7,"15개씩 묶음 3개와 낱개 1개인 수가 있고, 17개씩 묶음 2개와 낱개 4개인 수 중에 큰 수를 적어보시오.","a = 15 * 3 + 1
b = 17 * 2 + 4
y = max(a, b)
print(y)",34
1577,1577,8,가로가 6cm 세로가 5cm인 직사각형 모양의 책의 넓이는 몇 cm²입니까?,"a = 6
b = 5
y = a * b
print(y)",30
1578,1578,8,둘레가 200미터인 정사각형 모양의 정원이 있습니다. 이 정원의 넓이는 몇 제곱미터일까요?,"a = 200
b = 4
c = a / b
y = c * c
print(y)",1600
1579,1579,4,54의 약수인 어떤 수의 약수를 모두 더하면 48입니다. 어떤 수를 얼마일까요?,"a = 54
b = 48
c = []
for i in range(1, a + 1):
    if a % i == 0:
        c.append(i)
for i in c:
    d = 0
    for j in range(1, i + 1):
        if i % j == 0:
            d += j
    if d == b:
        y = i
        break
print(y)",8
1580,1580,8,"가로가 10미터, 세로가 350센티미터인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 제곱미터인가요?","a = 10
b = 3.5
y = a * b
print(y)",35
1581,1581,1,505 - 622을 계산해 보세요.,"a = 505
b = 622
y = a - b 
print(y)",448
1582,1582,1,"설탕 16.6kg을 한 사람당 4kg씩 나누어 주려고 할 때, 나누어 줄 수 있는 사람 수는 몇 명일까요?","a = 16.6
b = 4
y = a // b
print(y)",3
1583,1583,8,넓이가 81cm²인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 인가요?,"a = 81
y = a ** 0.5
print(y)",9
1584,1584,1,은지는 롤케잌을 똑같이 21 조각으로 자른 후 그 중 3 개를 먹었습니다. 남은 롤케익은 몇 조각일까요?,"a = 21
b = 3
y = a - b
print(y)",7
1585,1585,1,27 X 58 을 계산하면 결과는 얼마입니까?,"a = 27
b = 58
y = a * b
print(y)",1200
1586,1586,6,어떤 수에서 5.91를 빼야 할 것을 실수로 더했더니 10.55가 되었습니다. 바르게 계산한 값은 얼마인가요?,"a = 20.55
b = 5.91
c = a - b
y = c - b
print(y)",8.73
1587,1587,6,90 에서 어떤 수를 빼고 86 을 더해야 할 것을 88 에 어떤 수를 더했더니 115이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 90
b = 86
c = 115
y = a - (c - a) + b
print(y)",111
1588,1588,1,"준영이는 오늘 한 컵에 1/4L씩 들어있는 주스를 5컵마셨다면, 준영이가 오늘 마신 주스는 모두 몇 L인가요?","a = 1/4
b = 5
y = a * b
print(y)",0.60
1589,1589,8,"수연이는 가로가 0.82미터 이고, 세로가 0.79미터 인 직사각형 모양의 수학 공책을 가지고 있습니다. 수연이의 수학 공책의 넓이는 몇 제곱미터인지 소수점 둘째자리까지 반올림해서 구하시오","a = 0.82
b = 0.79
y = a * b
print(""{:.2f}"".format(y))",0.28
1590,1590,1,"일정하게 물이 나오는 수도를 14분 동안 틀어 욕조에 73리터의 물을 받았다고하면, 1분 동안 받은 물의 양은 몇 리터 입니까?","a = 73
b = 14
y = a / b
print(y)",3
1591,1591,6,어떤 수에 0.5룰 곱하면 1.99입니다. 어떤 수를 0.9로 나누었을 때의 몫은 얼마인지 구하세요.,"a = 0.5
b = 1.99
c = 0.9
y = b / a // c
print(y)",1.0
1592,1592,6,어떤 수에 9을 곱해야 할 것을 실수로 빼었더니 56가 되었습니다. 바르게 계산한 값은 얼마인지 구하시오.,"a = 9
b = 56
y = (b + a) * a
print(y)",300
1593,1593,1,영수네 학교 운동장의 둘레는 1.84km입니다. 영수는 이 운동장을 매일 1바퀴 반씩 1주일 동안 뛰었습니다. 영수가 2주일 동안 뛴 거리는 몇 km인지 구하고 소수점 아래 둘째짜리 까지 표기하시오.,"a = 1.84
b = 1.5
c = 1
d = 7
y = a * b * c * d
print(""{:.2f}"".format(y))",38.85
1594,1594,1,"8명씩 조를 나누려고 합니다. 학생이 37명 있을 때, 한 조에 몇 명이 들어가야 같은 수로 나누어 질까요?","a = 8
b = 37
y = b // a
print(y)",5
1595,1595,8,한 변의 길이가 50cm인 정사각형의 각 변의 가운데를 이어 마름모를 그렸습니다. 마름모의 넓이는 몇 cm²인가요?,"a = 50
y = a * a / 2
print(y)",144.5
1596,1596,3,"승민이는 숫자 카드 1, 1, 4을 갖고 있고, 서현이는 숫자 카드 2, 8, 4을 갖고 있습니다. 승민이와 서현이는 각자의 수 카드를 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 승민이는 가장 작은 수를, 서현이는 가장 큰 수를 만들었다면 두 사람이 만든 수의 합은 얼마입니까?","from itertools import permutations
a = ['1', '1', '4']
b = ['2', '8', '4']
d = int(min(map(''.join, permutations(a))))
e = int(max(map(''.join, permutations(b))))
y = d + e
print(y)",777
1597,1597,1,1개의 무게가 560g인 유자 5개를 바구니에 담아 무게를 재었더니5kg 400g이었습니다. 바구니만의 무게는 몇 g일까요?,"a = 560
b = 5
c = 5400
y = c - a * b
print(y)",2600
1598,1598,1,"종운이는 6L 의 주스 중에서 1L 를 마셨을때, 남은 주스는 몇 L 입니까?","a = 6
b = 1
y = a - b
print(y)",3
1599,1599,7,"딸기는 한 바구니에 27 개씩 75 바구니 있고, 방울토마토는 2972 개 있습니다. 딸기와 방울토마토중 무엇이 더 적은가요?","a = 27
b = 75
c = 2972
dicts = {'딸기': a * b, '방울토마토': c}
y = min(dicts, key=dicts.get)
print(y)",방울토마토
1600,1600,1,땅콩이 한 봉지에 287개씩 7봉지 있습니다. 땅콩은 모두 몇 개일까요?,"a = 287
b = 7
y = a * b
print(y)",700
1601,1601,8,"넓이가 1센티미터²인 사각형 A가 있습니다. 도형 B는 96개의 A로 이루어져있고, 도형C는 31개의 A로 이루어져있습니다. B와 C의 넓이의 차는 몇 센티미터²인지 구하시오.","a = 1
b = 96
c = 31
y = b * a - c * a
print(y)",30
1602,1602,4,"89, 5, 95, 71가 있습니다. 가장 큰 수를 가장 작은 수로 나눈 수를 구하고 소수점 아래 둘 째 자리까지 표기해보세요.","a = [89, 5, 95, 71]
y = max(a) / min(a)
print(""{:.2f}"".format(y))",28.33
1603,1603,5,72을 어떤 수로 나누었더니 9로 나누어 떨어졌습니다. 어떤 수는 얼마일까요?,"a = 72
b = 9
y = a // b
print(y)",9
1604,1604,1,"영미의 몸무게는 60kg, 수철이의 몸무게는 63kg입니다. 두 사람의 몸무게의 합은 몇 kg 입니까?","a = 60
b = 63
y = a + b
print(y)",121
1605,1605,1,동화책을 책꽂이 한 칸에 5권씩 18칸에 꽂았습니다. 동화책은 모두 몇 권일 지 계산해보시오.,"a = 5
b = 18
y = a * b
print(y)",96
1606,1606,1,"연호는 매일 화단에 물을 줍니다. 물을 어제는 6177mL , 오늘은 3164mL 주었습니다. 어제 준 물과 오늘 준 물의 차는 몇 mL인가요?","a = 6177
b = 3164
y = a - b
print(y)",1180
1607,1607,8,"가로가 23cm, 둘레가 87cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 cm²인지 구하세요.","a = 23
b = 87
y = a * ((b - 2 * a) / 2)
print(y)",132
1608,1608,1,"화살을 넣으면 2점, 넣지 못하면 5점을 잃는다고 합니다. 화살 15개를 넣고 9개를 넣지 못했을 때 수연이의 점수는 몇 점인지 구하세요.","a = 2
b = 5
c = 15
d = 9
y = (a * c) - (b * d)
print(y)",20
1609,1609,5,두 자리 수의 덧셈식 A1+2B=99을 만족하는 A를 구하시오.,"a = 1
b = 2
c = 99
y = 0
for i in range(1, 10):
    for j in range(1, 10):
        if (i * 10 + a) + (b * 10 + j) == c:
            y = i
            break
    if y != 0:
        break
print(y)",6
1610,1610,6,어떤 수에 9를 곱해야 할 것을 잘못하여 어떤 수를 8로 나누었더니 몫이 1가 나왔습니다. 바르게 계산한 정답을 구하시오.,"a = 9
b = 8
c = 1
y = (c * b) * a
print(y)",70
1611,1611,5,진수의 몸무게는 49kg입니다. 진수 어머니의 몸무게는 진수의 0.59배라면 진수 어머니의 몸무게는 얼마입니까?,"a = 49
b = 0.59
y = a * b
print(y)",56.55
1612,1612,1,사과 한박스에 사과 22개가 들었습니다. 사과 4박스에 들어있는 사과의 개수를 구하시오.,"a = 22
b = 4
y = a * b
print(y)",96
1613,1613,8,"가로가 1센티미터, 세로가 7센티미터인 직사각형의 네 변의 길이의 합은 몇 센티미터입니까?","a = 1
b = 7
y = (a + b) * 2
print(y)",14
1614,1614,8,"가로가 9.2m, 세로가 5.8m인 직사각형 모양의 화단의 가로와 세로를 각각 1.2배씩 되도록 늘려 만든 새로운 화단의 넓이는 몇 m²인가요?","a = 9.2
b = 5.8
c = 1.2
y = a * c * b * c
print(y)",138.07
1615,1615,1,"남학생 40명은 3명씩 한 모둠을 만들고, 여학생 72명은 20명씩 한 모둠을 만들었다면, 만든 모둠은 합은 몇 모둠인가요?","a = 40
b = 3
c = 72
d = 20
y = a // b + c // d
print(y)",13
1616,1616,7,"우유를 주영이는 2/48리터, 경석이는 4/23리터 마셨습니다. 주영이와 경석이 중 누가 우유를 더 많이 마셨나요?","a = 2 / 48
b = 4 / 23
dict = {'주영': a, '경석': b}
y = max(dict, key=dict.get)
print(y)",주영
1617,1617,8,한 변의 길이가 96cm인 정사각형과 둘레가 같은 정오각형의 한 변의 길이는 몇 cm입니까?,"a = 96
b = 4
c = 5
y = a * b / c
print(y)",40
1618,1618,7,"4개의 수 A, B, C, D가 있습니다. A는 50입니다. B는 A보다 10작은 수입니다. C는 B보다 9작은 수입니다. D는 B의 3배인 수라면, 어떤 수가 가장 작습니까?","a = 50
b = 10
c = 9
d = 3
dicts = {'A': a, 'B': a - b, 'C': a - b - c, 'D': (a - b) * d}
y = min(dicts, key=dicts.get)
print(y)",C
1619,1619,8,"원 A의 지름은 52센티미터이고 원 B의 지름은 원 A의 반지름과 같다면, 두 원의 반지름의 합은 몇 센티미터 입니까?","a = 52
b = a / 2
y = a / 2 + b / 2
print(y)",24
1620,1620,1,"총 51명의 학생이 한 줄로 서있을때, 소현이의 뒤에 14명의 학생이 있다면 소현이는 몇 번째에 서 있습니까?","a = 51
b = 14
y = a - b
print(y)",25
1621,1621,1,감자 96개를 4명에게 똑같이 나누어 주려고 합니다. 한 명에게 감자를 몇 개씩 줘야할까요?,"a = 96
b = 4
y = a // b
print(y)",24
1622,1622,7,주현이는 김밥의 4/13를 먹었고 유현이는 주현이도 같은 크기의 김밥의 0.96 을 먹었습니다. 누가 김밥을 더 많이 먹었습니까?,"a = 4 / 13
b = 0.96
dicts = {'주현': a, '유현': b}
y = max(dicts, key=dicts.get)
print(y)",유현
1623,1623,4,"8개의 수 64, 91, 71, 79가 있습니다. 가장 큰수와 가장 작은 수의 곱을 구해봅시다.","a = [64, 91, 71, 79]
y = max(a) * min(a)
print(y)",2844
1624,1624,1,현수네 가족은 0.8L의 녹즙을 매일 마십니다. 현수네 가족이 46일 동안 마시는 녹즙의 양은 몇 L인가요?,"a = 0.8
b = 46
y = a * b
print(y)",16.80
1625,1625,6,66.8에 어떤 수를 곱하였더니 293.9가 되었습니다. 어떤 수를 0.11 에 곱한 값은 얼마입니까?,"a = 66.8
b = 293.9
c = 0.11
d = b / a
y = c * d
print(y)",0.60
1626,1626,8,한 변의 길이가 29.15cm인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 cm입니까?,"a = 29.15
b = 4
y = a * b
print(y)",48.96
1627,1627,1,"가람이의 키는 141센티미터이고, 아버지의 키는 225센티미터입니다. 언니의 키는 가람이보다 2센티미터 더 크다면, 아버지와 언니의 키의 차는 몇 센티미터인가요?","a = 141
b = 225
c = 2
y = b - (a + c)
print(y)",11
1628,1628,3,"9장의 수 카드 2, 4, 5, 8, 9를 한 번씩 사용하여 만들 수 있는 가장 큰 세 자리 수와 가장 작은 세 자리 수의 차를 구하세요.","from itertools import permutations

a = ['9', '4', '2', '8', '9']
b = 3
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = c - d
print(y)",420
1629,1629,1,"한 일직선에 점 가, 나, 다, 라가 순서대로 있다. 가 - 나의 거리는 198m, 가 - 다의 거리는 164m, 나 - 라의 거리는 252m일때 다 - 라의 거리를 구해 보세요.","a = 198
b = 164
c = 252
y = a + c - b
print(y)",180
1630,1630,5,지수는 우유를 매일 0.7리터씩 마십니다. 지수가 14일 동안 마실 우유를 준비하려면 1리터짜리 우유를 몇 개 사야합니까?,"import math

a = 0.7
b = 14
c = 1
y = math.ceil(b * a / c)
print(y)",6
1631,1631,1,"공책 한 권의 무게는 52g , 연필 한 자루의 무게는 9g , 색연필 한 자루의 무게는 56g 입니다. 공책 3 권, 연필 4 자루, 색연필 5 자루의 무게는 모두 몇 g 인지 계산해보시오.","a = 52
b = 9
c = 56
d = 3
e = 4
f = 5
y = a * d + b * e + c * f
print(y)",372
1632,1632,6,어떤 수에 8를 곱해야 할 것을 잘못하여 3으로 나누었더니 몫이 1이 나왔습니다. 바르게 계산하면 얼마인지 구해 보시오.,"a = 8
b = 3
c = 1
y = (c * b) * a
print(y)",90
1633,1633,8,"넓이가 220센티미터², 밑변의 길이가 29센티미터, 윗변의 길이가 12센티미터인 사다리꼴의 높이를 구하세요.","a = 220
b = 29
c = 12
y = 2 * a / (b + c)
print(y)",12
1634,1634,5,114 - A - 272 수 배열의 규칙에 맞게 A에 들어갈 수는 얼마입니까?,"a = 114
b = 272
c = a - b
y = b + c // 2
print(y)",214
1635,1635,1,오늘 야구부에서 한 상자에 11개가 들어있는 야구공을 25상자 받았습니다. 야구부가 받은 야구공의 개수는 몇 개입니까?,"a = 11
b = 25
y = a * b
print(y)",240
1636,1636,4,"과자와 피자, 치킨은 각각 298킬로칼로리, 732킬로칼로리, 635킬로칼로리입니다. 열량이 가장 높은 음식과 가장 낮은 음식의 열량의 차는 몇 킬로칼로리인지 구하시오.","a = [298, 732, 635]
y = max(a) - min(a)
print(y)",152
1637,1637,6,어떤 수에 9을 곱해야 할 것을 잘못하여 9을 뺐더니 10이 되었습니다. 어떤 수에 9를 곱하면 얼마입니까?,"a = 9
b = 10
y = (b + a) * a
print(y)",171
1638,1638,8,모서리가 90개인 각기둥의 꼭지점 개수를 구하세요.,"a = 90
b = a // 3
y = b * 2
print(y)",24
1639,1639,8,"가로가 세로의 7배인 직사각형의 세로가 9.17m 일 때, 넓이는 몇 제곱미터인지 소수점 둘째자리까지 구하시오","a = 7
b = 4
c = 9.17
y = c * (c * a)
print(""{:.2f}"".format(y))",48.67
1640,1640,3,"수 카드 3, 2, 7, 0중에서,카드를 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하세요.","from itertools import permutations

a = ['3', '2', '7', '0']
b = int(max(map(''.join, permutations(a, 3))))
c = int(min(map(''.join, permutations(a, 3))))
y = b - c
print(y)",709
1641,1641,7,"A는 28 * 0.67, B는 0.31 * 58입니다. 두 식의 계산 결과를 토대로 A와 B중에서 더 큰 수를 찾아보세요.","a = 28 * 0.67
b = 0.31 * 58
dicts = {'A': a, 'B': b}
y = max(dicts, key=dicts.get)
print(y)",A
1642,1642,1,초콜릿 96개를 한 봉지에 6개씩 담으려면 봉지는 몇 개 필요합니까?,"from math import ceil

a = 96
b = 6
y = ceil(a / b)
print(y)",8
1643,1643,2,총 55명의 학생이 한 줄로 서있습니다. 윤정이의 뒤에 14명의 학생이 있다면 윤정이는 몇 번째에 서 있습니까?,"a = 55
b = 14
y = a - b
print(y)",18
