,Unnamed: 0,class,problem,code,answer
1417,1417,3,"1장의 수 카드 4,4,5,1,5가 있습니다. 이중에서, A 안에 1장을 한 번씩만 넣어 0.AA와 같은 소수 두 자리 수를 만들었습니다. 만들 수 있는 수 중 가장 큰 수와 가장 작은 수의 곱을 구해보세요.","from itertools import permutations

a = ['4', '4', '1', '1', '5']
b = list(permutations(a, 1))
c = []
for i in b:
    c.append(int(i[0]) * 10 + int(i[1]))
y = max(c) * min(c) * 0.0001
print(y)",0.11
1418,1418,8,한 변의 길이가 26cm인 정사각형의 둘레는 몇 cm인가요?,"a = 26
b = 4
y = a * b
print(y)",92
1419,1419,8,"성준이가 만든 가로 2cm, 세로 8cm, 높이가 5cm 인 직육면체 모양의 상자의 부피는 몇 cm³인가요?","a = 2
b = 8
c = 5
y = a * b * c
print(y)",48
1420,1420,4,"숫자 28, 2, 9 가 있습니다. 가장 큰 수에서 가장 작은 수를 뺀 값을 구하시오.","a = [28, 2, 9]
y = max(a) - min(a)
print(y)",13
1421,1421,1,둘레가 69m 인 마당 둘레에 3m 간격으로 화분을 놓으려고 합니다. 화분의 값이 개당 6996 원이라면 화분을 사는 데 필요한 돈은 얼마인지 구하시오.,"a = 69
b = 3
c = 6996
y = a // b * c
print(y)",56000
1422,1422,8,"서로 다른 세 면의 넓이가 각각 41센티미터², 35센티미터², 86센티미터²인 직육면체가 있습니다. 이 직육면체의 겉넓이는 몇 센티미터²입니까?","a = 41
b = 35
c = 86
y = (a + b + c) * 2
print(y)",330
1423,1423,6,어떤 수를 1.6로 나누어야 할 것을 실수로 1.9로 나누었더니 14.3이 되었습니다. 바르게 계산해보시오.,"a = 1.6
b = 1.9
c = 14.3
y = (c * b) / a
print(y)",32.40
1424,1424,1,915/8 나눗셈 식의 계산결과에서 몫과 나머지를 합한 값은 얼마인가요?,"a = 915
b = 8
c = a // b
d = a % b
y = c + d
print(y)",114
1425,1425,3,23/6보다 크고 86/2보다 작은 자연수는 모두 몇 개일까요?,"from math import ceil

a = 23 // 6
b = ceil(86 / 2)
y = b - a - 1
print(y)",16
1426,1426,1,"음료수 14리터를 2명이 똑같이 나누어 마셨다면, 한 명이 마신 음료수는 몇 리터인가요?","a = 14
b = 2
y = a / b
print(y)",3
1427,1427,7,"사과가 20개씩 5상자가 있고, 복숭아가 25개씩 3상자가 있습니다. 사과와 복숭아 중에 어떤 과일이 더 많습니까?","a = 20
b = 5
c = 22
d = 3
dicts = {'사과': a*b, '복숭아': c*d}
y = max(dicts, key=dicts.get)
print(y)",사과
1428,1428,1,어느 문구점에 딱지가 376장이 있었습니다. 이 딱지를 한 상자에 13장씩 담아서 9상자 팔았습니다. 팔고 남은 딱지의 개수는 몇 장입니까?,"a = 376
b = 13
c = 9
y = a - b * c
print(y)",92
1429,1429,5,어떤 수로 92을 나누었더니 몫이 7이고 나머지가 3이 되었습니다. 어떤 수는 얼마입니까?,"a = 92
b = 7
c = 3
y = (a - c) / b
print(y)",8
1430,1430,8,네 변의 길이의 합이 26cm인 정사각형의 한 변의 길이는 몇 cm 인지 구하세요.,"a = 26
b = 4
y = a / b
print(y)",10
1431,1431,4,"숫자 12, 5, 7, 6 가 있습니다. 이중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [12, 5, 7, 6]
b = max(a)
c = min(a)
y = b * c
print(y)",60
1432,1432,6,어떤 수에 2.20을 곱하였더니 75.84 이 되었습니다. 어떤 수를 4으로 나눈 값은 얼마인지 구하시오.,"a = 2.20
b = 75.84
c = b / a
d = 4
y = c / d
print(y)",3.5
1433,1433,1,에너지 절약형 세탁기를 1회 사용하면 일반 세탁기를 1회 사용할 때보다 종이컵으로 146컵만큼 물 사용량을 줄일 수 있습니다. 에너지 절약형 세탁기를 10회 사용하면 물 사용량은 종이컵으로 몇 컵만큼 절약할 수 있습니까??,"a = 10
b = 146
y = a * b
print(y)",2000
1434,1434,8,한 변의 길이가 7.6cm인 정팔각형과 둘레가 같은 정사각형의 한 변의 길이는 몇 cm인가요?,"a = 7.6
b = 8
c = 4
y = a * b / c
print(y)",13.60
1435,1435,8,한 변의 길이가 11m인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 m입니까?,"a = 11
b = 4
y = a * b
print(y)",48
1436,1436,8,한변의 길이가 36센티미터인 마름모의 둘레는 몇 센티미터인지 구하시오.,"a = 36
y = a * 4
print(y)",68
1437,1437,7,수미네 도서관에는 동화책이 420 권이 있고 만화책은 동화책보다 25권 더 많습니다. 소설책은 만화책보다 2권 적습니다. 도서관에는 어떤 책이 가장 적습니까?,"a = 420
b = 25
c = 2
dicts = {'동화책': a, '만화책': a + b, '소설책': a + b - c}
y = min(dicts, key=dicts.get)
print(y)",동화책
1438,1438,7,"공책 하나의 무게는 동전 68개의 무게와 같고, 돌 21개의 무게와 같습니다. 동전과 돌 중 한 개의 무게가 더 무거운 것은 무엇입니까?","a = 68
b = 21
c = 1
dict = {'동전':c/a, '돌': c/b}
y = max(dict, key=dict.get)
print(y)",돌
1439,1439,8,"가로가 275센티미터, 세로가 61센티미터인 색 도화지의 가로를 26센티미터씩 자르고, 세로를 5센티미터씩 잘라서 카드를 만들려고 합니다. 카드는 몇 장 까지 만들 수 있습니까?","a = 275
b = 61
c = 26
d = 5
y = int(a / c) * int(b / d)
print(y)",150
1440,1440,8,한 변의 길이가 93센티미터인 정삼각형이 있습니다. 이 정삼각형의 둘레는 몇센티미터입니까?,"a = 93
b = 3
y = a * b
print(y)",213
1441,1441,1,축구대회에 참가한 선수가 15명씩 15개 팀이 있습니다. 대회에 참가한 전체 선수는 몇 명 명인지 구하시오.,"a = 15
b = 15
y = a * b
print(y)",176
1442,1442,8,넓이가 22.68cm인 원의 반지름의 길이가 네 배가 될 경우 넓이를 무엇인가요?,"import math

a = 22.68
b = 4
c = math.pi
y = a * (b ** 2)
print(y)",518.72
1443,1443,5,"44에 어떤수를 곱했더니 168라면, 어떤 수는 얼마입니까?","a = 44
b = 168
y = b / a
print(y)",5
1444,1444,8,원 안에 가장 그린 가장 큰 마름모의 넓이가 173cm²일 때 원의 반지름은 몇 cm일까요?,"a = 173
y = (a * 2) ** (1 / 2) / 2
print(y)",10
1445,1445,5,"가는 나보다 8/58만큼 더 큽니다. 나가 7/8일 때, 가와 나의 합은 얼마인지 구하시오.","a = 8 / 58
b = 7 / 8
y = a + b + b
print(y)",1.10
1446,1446,1,394 원짜리 색연필 9 자루와 49 원짜리 연필 2 자루를 샀습니다. 내야할 돈은 얼마입니까?,"a = 394
b = 9
c = 49
d = 2
y = a * b + c * d
print(y)",1200
1447,1447,6,어떤 수에 0.05를 곱해야 할 것을 잘못하여 877을 곱했습니다. 잘못 계산한 값은 바르게 계산한 값의 몇 배 인가요?,"a = 0.05
b = 877
y = b / a
print(y)",10000
1448,1448,1,사과 72개를 4명이 똑같이 나누어 먹으려고 합니다. 한 사람이 몇 개씩 먹을 수 있나요?,"a = 72
b = 4
y = a // b
print(y)",5
1449,1449,4,"5개의 수 11, 13, 11가 있습니다. 이중에서 2 개를 골라 곱한 값이 132라고 한다면, 고른 수 중 더 큰 값을 쓰세요.","from itertools import combinations

a = [11, 13, 11]
b = 2
c = 132
d = combinations(a, b)
for i in d:
    if i[0] * i[1] == c:
        y = max(i[0], i[1])
        break
print(y)",12
1450,1450,8,"수린이가 가로가 7m, 세로가 8m인 직사각형 모양의 벽에 페인트를 칠했습니다. 수린이가 페인트를 칠한 벽의 넓이는 몇 m²인지 구하세요.","a = 7
b = 8
y = a * b
print(y)",6
1451,1451,1,52을 어떤 수에 곱했더니 381이 되었습니다. 어떤 수는 얼마입니까?,"a = 52
b = 381
y = b / a
print(y)",9
1452,1452,1,성규의 발 길이는 60cm입니다. 옷장의 짧은 쪽의 길이를 성규의 발로 재었더니 2번이었습니다. 옷장의 짧은 쪽의 길이는 몇 cm일까요?,"a = 60
b = 2
y = a * b
print(y)",115
1453,1453,8,한 변이 18cm인 정사각형이 있습니다. 이 정사각형의 네 변의 길이의 합은 몇 입니까?,"a = 18
b = 4
y = a * b
print(y)",48
1454,1454,8,길이가 56cm인 철사로 만든 가장 큰 정사각형의 넓이는 몇 cm²일까요?,"a = 56
b = 4
y = (a / b) ** 2
print(y)",225
1455,1455,1,윤하의 키는 1 m보다 83cm 더 큽니다. 윤하의 키는 몇 cm일까요?,"a = 100 * 1
b = 83
y = a + b
print(y)",156
1456,1456,7,"자동차는 7시간 동안 543km를 달립니다. 버스는 9시간 동안 951km를 달린다고 하면, 기차와 버스 중 어느 것이 더 빨리 달린다고 말할 수 있을까요?","a = 7
b = 543
c = 9
d = 951
dicts = {""자동차"": b / a, ""버스"": d / c}
y = max(dicts, key=dicts.get)
print(y)",자동차
1457,1457,1,두께가 일정하고 무게가 8kg인 나무도막이 있습니다. 이 나무도막의 1/4를 사용했다면 남은 나무도막의 무게는 몇 kg일 지 계산해보시오.,"a = 8
b = 3/4
y = a * b
print(y)",6
1458,1458,7,"준미는 1과 9의 주사위 눈을 갖고 있고, 지민은 4과 1 희진이는 6와 4을 가지고 있습니다. 세 사람 중 주사위의 눈의 수의 합이 가장 큰 사람은 누구인가요?","a = 1
b = 9
c = 4
d = 1
e = 6
f = 4
dicts = {'준미': a + b, '지민': c + d, '희진': e + f}
y = max(dicts, key=dicts.get)
print(y)",희진
1459,1459,3,36부터 89까지의 수 중에서 1과 자기 자신만 약수로 가지는 수의 개수를 구하시오,"import math

a = 36
b = 89
y = 0
for i in range(a, b + 1):
    for j in range(2, int(math.sqrt(i)) + 1):
        if i % j == 0:
            break
    else:
        y += 1
print(y)",17
1460,1460,8,팔각형과 십각형의 변의 개수의 합을 구하시오.,"a = 8
b = 10
y = a + b
print(y)",18
1461,1461,1,한 번에 승객이 431명 탈 수 있는 열차를 서울에서 전주까지 하루에 1번 운행합니다. 열차를 타고 서울에서 전주까지 갈 수 있는 승객은 최대 몇 명일까?,"a = 431
b = 1
y = a * b
print(y)",504
1462,1462,8,"가로가 53cm이고, 세로가 19cm인 직사각형이 있습니다. 이 직사각형의 둘레를 구하시오","a = 53
b = 19
y = (a + b) * 2
print(y)",62
1463,1463,1,현희는 한 봉지에 29개씩 들어간 사탕이 58봉지 있습니다 현희가 가진 사탕은 몇 개인가요?,"a = 29
b = 58
y = a * b
print(y)",720
1464,1464,5,"932, A,807 에서 규칙을 찾아 A에 알맞은 수를 구하시오.","a = 932
b = 807
c = a - b
y = b + c / 2
print(y)",888
1465,1465,8,삼각형의 한 각의 크기가 98°일 때 나머지 두각의 합을 구하시오.,"a = 180
b = 98
y = a - b
print(y)",120
1466,1466,3,"숫자 카드 9, 9, 6, 9, 4를 한 번씩 사용하여 만들 수 있는 다섯 자리 수 중에서 가장 큰 수를 각각 구하시오.","a = [9, 9, 6, 9, 4]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",98753
1467,1467,8,한 변이 107cm인 정사각형의 둘레는 몇 cm인가요?,"a = 107
y = a * 4
print(y)",480
1468,1468,1,내 한 걸음은 약 58 센티미터입니다. 놀이터 긴 쪽 의 길이를 내 걸음으로 재었더니 약 123걸음이 나왔습니다. 놀이터 긴 쪽의 길이는 약 몇 미터일까요?,"a = 58
b = 123
c = 100
y = (a * b) / c
print(y)",60
1469,1469,8,"가로의 길이가 23cm, 세로의 길이가 7.5cm인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 23
b = 7.5
y = a * b
print(y)",68.40
1470,1470,8,한변의 길이가 1.8미터인 정사각형의 넓이는 몇 제곱미터인가요?,"a = 1.8
y = a * a
print(y)",2.89
1471,1471,1,지수는 오늘 물을 1리터 884밀리리터 마셨고 승하는 지수보다 926밀리리터 더 적게 마셨습니다. 지수와 승하가 오늘 마신 물은 모두 몇 밀리리터인가요?,"a = 1884
b = 926
y = a + a - b
print(y)",3300
1472,1472,8,"가로 2센티미터, 세로 3센티미터인 직사각형 A와 가로 6센티미터, 세로 6센티미터인 직사각형 B와 가로 9센티미터, 세로 2센티미터인 직사각형 C가 있습니다. 이중 넓이가 가장 넓은 직사각형은 무엇인가요?","a = 2
b = 3
c = 6
d = 6
e = 9
f = 2
dict = {'A': a * b, 'B': c * d, 'C': e * f}
y = max(dict, key=dict.get)
print(y)",B
1473,1473,5,수식 A/7 = 53/5이 있습니다. 이를 만족하는 A를 구하시오.,"a = 7
b = 53
c = 5
y = b / c * a
print(y)",45
1474,1474,1,찬호는 집에서 5.2km 떨어진 도서관에 자전거를 타고 가려고 합니다. 찬호가 지금까지 간 거리가 7.3km일 때 도서관에 도착하려면 몇 km를 더 가야할지 구해보시오.,"a = 5.2
b = 7.3
y = a - b
print(y)",4.80
1475,1475,1,대관람차 한 대에 6명이 탈 수 있습니다. 대관람차 14대에 탈 수 있는 사람은 몇 명입니까?,"a = 6
b = 14
y = a * b
print(y)",140
1476,1476,5,어떤 수에서 97씩 커지게 2번 뛰어서 세었더니 9439가 되었습니다. 어떤 수는 얼마입니까?,"a = 97
b = 2
c = 9439
y = c - (a * b)
print(y)",1622
1477,1477,1,"제주도에는 제주도의 아름다운 곳을 여행할 수 있게 올레길을 여러 가지 코스로 만들어 놓았습니다. 9코스는 전체 거리가 25k미터이고, 5코스는 20k미터라고 합니다. 제주도 올레길의 9코스의 거리는 5코스의 거리의 몇 배일까요?","a = 25
b = 20
y = a / b
print(y)",1.25
1478,1478,1,"수현이의 키는 164센티미터이고, 아버지의 키는 308센티미터입니다. 언니의 키는 수현이보다 3센티미터 더 크다고하면, 아버지와 언니의 키의 차는 몇 센티미터입니까?","a = 164
b = 308
c = 3
y = b - (a + c)
print(y)",12
1479,1479,1,"책장의 무게는 2kg 이고, 책의 무게는 2 kg 라면, 책장의 무게는 책의 무게의 몇 배입니까?","a = 2
b = 2
y = a / b
print(y)",3
1480,1480,1,보리쌀 47kg을 한 봉지에 1kg씩 나누어 담으면 몇 봉지로 나누어 질까요?,"a = 47
b = 1
y = a // b
print(y)",42
1481,1481,5,"재현는 왼쪽에서 9번째 열, 오른쪽에서 21번째 열, 앞에서 9번째 줄, 뒤에서 17번째 줄에 서서 체조를 하고 있습니다. 각 줄마다 서 있는 학생의 수가 같다고 할 때, 체조를 하고 있는 학생은 모두 몇 명입니까?","a = 9
b = 21
c = 9
d = 17
y = (a + b - 1) * (c + d - 1)
print(y)",285
1482,1482,1,"수연이의 키는 320cm이고, 아버지의 키는 111cm입니다. 언니의 키는 수연이보다 9cm 더 클 때, 아버지와 언니의 키의 차는 몇cm인가요?","a = 320
b = 111
c = 9
y = b - (a + c)
print(y)",20
1483,1483,8,"밑변이 32cm이고, 높이가 49cm인 삼각형이 있습니다. 이 삼각형의 넓이를 구하세요.","a = 32
b = 49
y = a * b / 2
print(y)",78
1484,1484,5,"두 자리 수 A는 62보다 9 큰 수이고, 두 자리 수 B보다 42 작은 수는 15이라고 한다면, 두 수 A,B 의 차는 얼마입니까?","a = 62
b = 9
c = 42
d = 15
y = abs((a + b) - (d + c))
print(y)",6
1485,1485,1,훈이는 한 상자에 92개씩 들어 있는 초콜릿을 2상자 샀습니다. 훈이가 가진 초콜릿의 개수는?,"a = 92
b = 2
y = a * b
print(y)",180
1486,1486,4,"숫자 카드 3, 7, 1, 4, 4를 한 번씩 사용하여 가장 큰 다섯 자리 수를 만들 때 숫자 6 가 나타내는 수는 얼마일까요?","a = [3, 7, 1, 4, 4]
a.sort(reverse=True)
b = 1
c = 6
for i in range(len(a)-1, 0, -1):
    if a[i] == c:
        break
    b *= 10
y = c * b
print(y)",500
1487,1487,8,"가로가 26센티미터, 세로가 21센티미터인 스케치북을 잘라서 가로 5 센티미터, 세로 2 센티미터인 직사각형 모양의 퍼즐을 만든다면, 몇조각까지 만들 수 있습니까?","a = 26
b = 21
c = 5
d = 2
y = (a//c) * (b//d)
print(y)",25
1488,1488,6,8은 어떤 수 의 1/7입니다. 어떤 수의 1/2은 얼마인지 구해 보시오.,"a = 8
b = 1 / 7
c = 1 / 2 
y = a * c / b
print(y)",15
1489,1489,3,"6장의 숫자 카드 1, 1, 4, 7를 한 번씩만 사용하여 5자리 수 * 1자리 수의 식을 만드려고 합니다. 이때, 가장 큰 곱을 구하시오.","from itertools import permutations

a = ['1', '1', '6', '7']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:5])
    e = int(i[3:])
    c.append(d * e)
y = max(c)
print(y)",3368
1490,1490,7,"승호는 만 원짜리 지폐 13장, 천 원짜리 지폐 29장을 저금하였습니다. 영미는 만 원짜리 지폐 23장과 천 원짜리 지폐 82장을 저금하였다고하면, 더 많이 저금을 한 사람은 누구입니까?","a = 13 * 23000
b = 29 * 1000
c = 10 * 10000
d = 82 * 1000
dicts = {""승호"": a + b, ""영미"": c + d}
y = max(dicts, key=dicts.get)
print(y)",영미
1491,1491,8,"가로가 121cm, 세로가 439m인 색종이의 가로를 10cm씩 자르고, 세로를 46 cm씩 잘라서 카드를 만들려고 한다면, 카드는 몇 장 까지 만들 수 있습니까?","a = 121
b = 439
c = 10
d = 46
y = (a // c) * (b // d)
print(y)",100
1492,1492,8,한 변의 길이가 464/7센티미터인 정사각형의 둘레는 몇 센티미터인지 구하시오.,"a = 464/7
b = 4
y = a * b
print(y)",210
1493,1493,1,"수정이의 키는 203센티미터이고, 아버지의 키는 103센티미터입니다. 언니의 키는 수정이보다 25센티미터 더 크다고합니다. 그렇다면, 아버지와 언니의 키의 차는 몇 센티미터입니까?","a = 203
b = 103
c = 25
y = b - (a + c)
print(y)",37
1494,1494,8,한 변이 13cm인 정팔각형이 있습니다. 정팔각형의 모든 변의 길이의 합은 몇 cm일까요?,"a = 13
b = 8
y = a * b
print(y)",96
1495,1495,8,길이가 50cm인 철사가 있습니다. 이 철사로 가장 큰 정사각형을 만든다면 정사각형의 한 변은 몇cm가 되는지 구하시오.,"a = 50
b = 4
y = a / b
print(y)",20
1496,1496,1,"성원 아파트 가, 나, 다 동은 모두 16층이고 한 층에 5가구씩 살고 있습니다. 가, 나, 다 동에는 모두 몇 가구가 살고 있나요?","a = 3
b = 16
c = 5
y = a * b * c
print(y)",468
1497,1497,8,"용진이는 175센티미터짜리 철사를 사용하여 긴 변이 5센티미터 , 짧은 변이 4센티미터 인 평행사변형 5개를 겹치는 부분 없이 만들었습니다. 만들고 남은 철사는 몇 센티미터 입니까?","a = 175
b = 5
c = 4
d = 5
y = a - (b + c) * 2 * d
print(y)",52
1498,1498,8,"화단 주변에 한 변이 58m인 정오각형 모양의 울타리를 친다면, 울타리의 둘레는 모두 몇 m일까요?","a = 58
b = 5
y = a * b
print(y)",100
1499,1499,1,71+502을 계산하시오.,"a = 71
b = 502
y = a + b
print(y)",358
1500,1500,4,1에서 90까지의 수 중에서 1과 자기 자신만 약수로 가지는 수는 몇 개 있을까요?,"import math
a = 1
b = 90
y = 0
for i in range(a, b + 1):
    for j in range(2, int(math.sqrt(i)) + 1):
        if i % j == 0:
            break
    else:
        y += 1
print(y)",16
1501,1501,8,한변의 길이가 18.4미터인 정사각형의 넓이는 몇 제곱미터인가요?,"a = 18.4
y = a * a
print(y)",193.21
1502,1502,8,"가로가 6cm, 둘레가 28cm인 직사각형이 있습니다. 이 직사각형의 넓이가 몇 cm²인지 구하세요.","a = 6
b = 28
y = a * ((b - 2 * a) / 2)
print(y)",30
1503,1503,5,1미터 보다 A센티미터 긴 길이는 1미터 83센티미터 입니다. A는 얼마인지 구하세요.,"a = 100
b = 100 + 83
y = b - a
print(y)",90
1504,1504,8,한 변의 길이가 2센티미터인 마름모가 있습니다. 이 마름모의 길이를 구하시오.,"a = 2
b = 4
y = a * b
print(y)",12
1505,1505,8,한 변의 길이가 26cm인 정팔각형이 있습니다. 이 정팔각형의 둘레를 구하세요.,"a = 26
b = 8
y = a * b
print(y)",96
1506,1506,2,"학생들이 키가 작은 순서대로 줄을 서있다. 승현이의 키는 두 번째로 작고, 동준이의 키는 네 번째로 작다. 대길이의 키는 동준이보다 작고 승현이보다 크다면 대길이는 몇 번째에 서 있을까요?","a = 2
b = 4
y = (a + b) // 2
print(y)",3
1507,1507,3,"숫자 카드 4, 1, 8 를 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구해 보시오.","from itertools import permutations

a = ['4', '1', '8']
b = int(max(map(''.join, permutations(a, 3))))
c = int(min(map(''.join, permutations(a, 3))))
y = b + c
print(y)",969
1508,1508,4,24 보다 크고 21 보다 작은 두 자리 수 중에서 3으로 나눠지는 수는 모두 몇 개 일까요?,"a = 24
b = 21
y = 0
for num in range(a+1, b):
    if num % 3 == 0:
        y += 1
print(y)",5
1509,1509,1,"11328원으로 리본 10.11미터를 살 수 있다고 할때, 천 원으로 살 수 있는 리본의 길이는 몇 미터일까요?","a = 11328
b = 10.11
c = 1000
y = b / (a / c)
print(y)",1.02
1510,1510,1,"어느 공장에 연필이 10280자루씩 4상자, 1005자루씩 5상자, 100자루씩 1상자, 10자루씩 7상자 있다면, 이 공장에 있는 연필은 총 몇 자루인가요?","a = 10280 * 4
b = 1005 * 5
c = 100 * 1
d = 10 * 7
y = a + b + c + d
print(y)",89160
1511,1511,8,삼각형의 한 각의 크기가 41°일 때 나머지 두각의 합을 구하시오.,"a = 180
b = 41
y = a - b
print(y)",105
1512,1512,8,한 변의 길이가 2/8미터인 정사각형의 둘레는 몇 미터입니까?,"a = 2 / 8
b = 4
y = a * b
print(y)",0.89
1513,1513,8,"가로가 48cm, 세로가 41cm인 직사각형이 있습니다. 가로와 세로의 차는 몇cm인가요?","a = 48
b = 41
y = abs(a - b)
print(y)",6
1514,1514,3,"4장의 숫자 카드 1, 2, 3, 4 중에서 3장을 한 번씩만 사용하여 (10*A+B)*C의 식을 만들때, 가장 큰 곱을 구하시오.","from itertools import permutations

a = ['1', '2', '3', '4']
b = 1
c = max(map(''.join, permutations(a, b)))
a.remove(c)
c = int(c)
d = 2
e = int(max(map(''.join, permutations(a, d))))
y = c * e
print(y)",128
1515,1515,8,한 변이 45 센티미터인 정사각형 모양의 색종이의 둘레를 구하시오.,"a = 45
b = 4
y = a * b
print(y)",72
1516,1516,8,둘레가 61cm인 직사각형의 가로의 길이가 세로의 길이의 1배일 때 가로는 몇 cm입니까?,"a = 61
b = 1
c = a / 2 / (b + 1)
y = c * b
print(y)",6
1517,1517,4,"4장의 숫자 카드 5, 6, 8, 2를 한 번씩 모두 사용하여 (A*100+B*10+C)*D의 곱셈식을 만들려고 합니다. 가장 작은 곱은 얼마입니까?","from itertools import permutations

a = [5, 6, 8, 2]
b = []
for i in permutations(a):
    b.append((i[0]*100+i[1]*10+i[2])*i[3])
y = min(b)
print(y)",1136
1518,1518,1,병훈이는 자동차 장난감을 14개가 있습니다. 28개가 되려면 몇 개를 더 모아야 할까요?,"a = 14
b = 28
y = b - a
print(y)",13
1519,1519,1,"복숭아 한 묶음은 4334원, 멜론 한 묶음은 2388원 입니다. 철수는 복숭아 한 묶음과 멜론 한 묶음을 사고 3372원을 냈다면, 철수가 받은 거스름돈은 얼마인지 구해 보시오.","a = 4334
b = 2388
c = 3372
y = c - a - b
print(y)",1500
1520,1520,8,한 변의 길이가 16센티미터인 정사각형의 넓이는 몇 센티미터²인가요?,"a = 16
y = a ** 2
print(y)",121
1521,1521,8,한 변의 길이가 23센티미터인 마름모와 한 변의 길이가 4센티미터인 마름모인 두 마름모의 네변의 길이의 합의 차는 몇 센티미터입니까?,"a = 23
b = 4
c = 4
y = a * b - c * b
print(y)",36
1522,1522,1,연료 8L를 넣으면 28.7km를 갈 수 있는 자동차가 있습니다. 이 자동차에 연료 81L를 넣으면 몇 km를 갈 수 있는지 구해보세요.,"a = 8
b = 28.7
c = 81
y = b / a * c
print(y)",71.60
1523,1523,1,"마카롱 48개를를 9사람에게 7개씩 나누어 주려고 한다면, 마카롱이 몇 개 남는지 구하시오.","a = 48
b = 9
c = 7
y = a - b * c
print(y)",10
1524,1524,5,"어떤 수에서 2469씩 커지도록 4번 뛰어 센 다음, 136씩 커지도록 2번 뛰어 세었더니 6972이 되었다면, 어떤 수는 얼마입니까?","a = 2469 * 4
b = 136 * 2
c = 6972
y = c - a - b
print(y)",13
1525,1525,1,올림픽 5년마다 열립니다. 3307 년에 39회 도쿄 올림픽이 열렸습니다. 79회 월드컵이 열리는 해는 몇 년일까요?,"a = 5
b = 3307
c = 39
d = 79
y = b + (a * (d - c))
print(y)",2032
1526,1526,8,한 변의 길이가 1.9m인 정사각형 모양의 텃밭의 네 변의 길이의 합은 몇 m인가요?,"a = 1.9
b = 4
y = a * b
print(y)",5.20
1527,1527,8,넓이가 108센티미터²인 직사각형의 가로가 61센티미터 이면 세로는 몇 센티미터 입니까?,"a = 108
b = 61
y = a / b
print(y)",2
1528,1528,1,"도라미는 180원짜리 동전 17개, 1648원짜리 지폐 15장을 가지고 있습니다. 이 돈을 1000원짜리 지폐로 바꾼다면 최대 얼마까지 바꿀 수 있을까요?","a = 180
b = 17
c = 1648
d = 15
y = (a * b + c * d) // c * c
print(y)",16000
1529,1529,1,물통 하나에는 0.9L가 담겨져있습니다. 물통이 모두 7개라면 물의 양은 모두 몇 L인가요?,"a = 0.9
b = 7
y = a * b
print(y)",7.2
1530,1530,8,반지름이 5cm인 원 모양의 굴렁쇠가 돌아서 앞으로 331cm만큼 갔습니다. 바퀴가 몇 바퀴 돌았는지 구해 보세요. 원주율은 2으로 계산합니다.,"a = 5
b = 331
c = 2
y = b / (2 * a * c)
print(y)",12
1531,1531,1,"구기 종목에서 사용하는 공 중에서 가장 큰 것은 농구공이고, 가장 작은 것은 탁구공입니다. 농구공의 무게는 832g이고, 탁구공의 무게는 1.2g입니다. 농구공의 무게는 탁구공의 무게의 몇 배일까요?","a = 832
b = 1.2
y = a / b
print(y)",326.92
1532,1532,7,사라는 치즈 케이크를 똑같이 8조각으로 나누어 그중 3조각을 먹었습니다. 동욱이가 같은 크기의 케이크를 똑같이 18조각으로 나누어 2조각을 먹었습니다. 누가 케이크를 더 많이 먹었나요?,"a = 8
b = 3
c = 18
d = 2
dicts = {'사라': b / a, '동욱': d / c}
y = max(dicts, key=dicts.get)
print(y)",사라
1533,1533,4,"숫자 8, 1, 7, 25, 27 중에서 , 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [8, 1, 7, 25, 27]
y = max(a) * min(a)
print(y)",39
1534,1534,8,"윗변이 7cm, 밑변이 2cm, 높이가 8cm인 사다리꼴이 있습니다. 이 사다리꼴의 넓이를 구하세요.","a = 7
b = 2
c = 8
y = (a + b) * c / 2
print(y)",10
1535,1535,8,"가로가 7m, 세로가 159cm인 직사각형이 있습니다. 이 직사각형과 밑변이 4m, 높이가 6m인 삼각형의 넓이의 차를 구하시오.","a = 7 * 100
b = 159
c = 4 * 100
d = 6 * 100
y = abs(a * b - c * d / 2)
print(y)",80000
1536,1536,1,"길이가 84m인 도로의 한쪽에 처음부터 끝까지 1m간격으로 가로등을 설치하려고 합니다. 필요한 가로등은 모두 몇 개입니까? (단, 나무의 두께는 생각하지 않습니다.)","a = 84
b = 1
y = a // b + 1 
print(y)",27
1537,1537,5,어떤 수를 5로 나누었더니 몫이 9 이고 나머지가 7였습니다. 어떤 수를 2으로 나누었을 때의 몫과 나머지를 더한 값은 얼마입니까?,"a = 5
b = 9
c = 7
d = 2
e = a * b + c
y = e // d + e % d
print(y)",22
1538,1538,8,원주가 31cm인 원의 반지름의 길이가 세 배가 될 경우 원주는 몇 cm인가요?,"import math

a = 31
b = 3
c = math.pi
y = a * b
print(y)",54
