,class,problem,code,answer,Unnamed: 0,Unnamed: 0.1
2771,1,"25, 3.29가 있을 때 두 수의 곱을 소수점 아래 둘 째 자리까지 표기하시오.","a = 25
b = 3.29
y = a * b
print(""{:.2f}"".format(y))",121.68,2771.0,2771.0
1948,8,"넓이가 79m²인 직사각형 모양의 들판의 가로가 42m 일 때, 세로는 몇 m 입니까?","a = 79
b = 42
y = a / b
print(y)",7,1948.0,1948.0
383,1,도하는 짬뽕을 어제는 전체의 0.52만큼 먹었고 오늘은 어제 먹은 양의 0.4만큼 먹었습니다. 도하가 오늘 먹은 양은 전체의 몇 분의 몇인가요?,"a = 0.52
b = 0.4
y = a * b
print(y)",0.14,383.0,383.0
351,8,"가로가 21cm, 세로가 6m인 직사각형 네 변 길이의 합은 세로 길이의 몇 배인가요?","a = 21
b = 6
y = (a + b) * 2 / b
print(y)",6,351.0,351.0
1803,8,철사 37cm를 모두 다 사용하여 가장 큰 정사각형 한 개를 만들었습니다. 만든 정사각형의 한 변의 길이는 몇cm 입니까?,"a = 37
b = 4
y = a / b
print(y)",9,1803.0,1803.0
885,3,1부터 9까지의 수를 한 번씩 사용하여 만들 수 있는 가장 큰 수를 구해 보시오.,"a = [1, 2, 3, 4, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",54321,885.0,885.0
1836,1,규현이는 운동을 하려고 한 바퀴가 460m인 운동장을 9바퀴 뛰었습니다. 규현이가 뛴 거리는 몇 m 입니까?,"a = 460
b = 9
y = a * b
print(y)",1500,1836.0,1836.0
815,4,"숫자 1, 68, 59 중에서, 가장 큰 수에서 나머지 두 수를 뺀 값을 구하시오.","a = [1, 68, 59]
b = max(a)
c = 0
for i in a:
    if i != b:
        c = c + i
y = b - c
print(y)",47,815.0,815.0
2433,7,케이크 79조각 중에서 승철이는 11조각을 먹고 승아는 9조각을 먹었습니다. 둘 중 케이크를 더 많이 먹은 사람은 누구일까요?,"a = 79
b = 11
c = 9
dicts = {""승철"": b, ""승아"": c}
y = max(dicts, key=dicts.get)
print(y)",승철,2433.0,2433.0
805,8,"삼각형의 두 각의 크기가 각각 27°, 70° 일 때 나머지 한 각의 크기는 얼마입니까?","a = 27
b = 70
c = 180
y = c - (a + b)
print(y)",95,805.0,805.0
1220,7,"문구점에 샤프심는 26 개씩 3줄로, 고무줄은 6개씩 7줄로 놓여 있습니다. 샤프심과 고무줄 중 어떤 것이 더 많나요?","a = 26
b = 3
c = 6
d = 7
dicts = {'샤프심': a * b, '고무줄': c * d}
y = max(dicts, key=dicts.get)
print(y)",샤프심,1220.0,1220.0
145,8,지현이는 네 변의 길이의 합이 80cm 인 정사각형 모양의 색종이를 정삼각형의 한 변이 색종이의 한 변이 되도록 잘라서 가장 큰 정삼각형을 만들었습니다. 이 정삼각형의 둘레를 구하시오.,"a = 80
b = 4
c = 3
y = (a / b) * c
print(y)",60,145.0,145.0
1612,1,사과 한박스에 사과 23개가 들었습니다. 사과 4박스에 들어있는 사과의 개수를 구하시오.,"a = 23
b = 4
y = a * b
print(y)",96,1612.0,1612.0
2328,8,"A는 한 변의 길이가 3cm인 정사각형, B는 가로가 3cm, 세로가 8cm인 직사각형, C는 한 변의 길이가 3cm인 정칠각형입니다. 이중에서 , 둘레가 가장 긴 도형을 찾으세요.","a = 3
b = 3
c = 4
d = 8
e = 3
f = 7
dicts = {'A': a * b, 'B': 2 * (c + d), 'C': e * f}
y = max(dicts, key=dicts.get)
print(y)",B,2328.0,2328.0
426,4,분자가 42 보다 크고 분모가 58인 진분수는 모두 몇 개 일까요?,"a = 42
b = 58
y = b - a - 1
print(y)",10,426.0,426.0
793,3,"숫자 카드 1, 7, 6, 1, 8를 한 번씩만 사용하여 만들 수 있는 세 자리 수 중 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","from itertools import permutations

a = ['1', '7', '6', '1', '8']
b = list(map(''.join, permutations(a, 3)))
c = int(max(b))
d = int(min(b))
y = c - d
print(y)",860,793.0,793.0
1377,7,"어머니께서 수박을 한 통 사 오셨습니다. 형은 수박 한 통의 1/9을 먹었고, 승훈이는 1/3을 먹었고, 동생은 1/1을 먹었습니다. 수박을 가장 적게 먹은 사람은 누구입니까?","a = 1/9
b = 1/3
c = 1/1
dicts = {'형': a, '승훈': b, '동생': c}
y = min(dicts, key=dicts.get)
print(y)",형,1377.0,1377.0
2361,3,"숫자 1, 2, 7, 3 중에서, 서로 다른 두 수를 뽑아 만들 수 있는 두자리 수 중에 가장 큰 수는 무엇인가요?","from itertools import permutations

a = ['1', '2', '7', '3']
y = int(max(map(''.join, permutations(a, 2))))
print(y)",98,2361.0,2361.0
52,8,"원 모양의 탁자가 있습니다. 탁자의 지름이 22cm이라면, 탁자의 넓이는 몇 cm^3인가요? 원주율은 3.17로 계산합니다.","a = 22
b = 3.17
c = 3
y = (a / c) * (a / c) * b    
print(y)",706.50,52.0,52.0
947,5,"두 수A,B의 합은 20이고 차는 4입니다. 두 수 A,B의 곱을 구하시오.","a = 20
b = 4
y = ((a + b) / 2) * (a - ((a + b) / 2))
print(y)",285,947.0,947.0
718,8,"한 대각선의 길이가 85cm, 다른 대각선의 길이가 47cm인 마름모가 있습니다. 이 마름모의 넓이는 몇 cm²일까요?","a = 85
b = 47
y = a * b / 2
print(y)",2400,718.0,718.0
2341,1,"효민이는 훌라후프를 어제는 92번, 오늘은 어제보다 20번 더 많이 했습니다. 오늘 효민이는 훌라후프를 몇 번 했을까요?","a = 92
b = 20
y = a + b
print(y)",110,2341.0,2341.0
1156,8,"반지름이 34cm인 원 위의 네 점을 이어 마름모를 그릴 때, 그린 마름모의 넓이를 구하세요.","a = 34
y = 2 * a * 2 * a / 2
print(y)",800,1156.0,1156.0
634,5,111과 169을 어떤 수로 나누면 두 수 모두 나누어떨어집니다. 어떤 수 중에서 가장 큰 수는 얼마인가요?,"import math

a = 111
b = 169
y = math.gcd(a, b)
print(y)",30,634.0,634.0
1748,1,콩순이는 들이가 85l 114ml인 빈 독에 물을 가득 채워야만 잔치에 갈 수 있습니다. 하지만 독 아래에 구멍이 뚫려서 콩순이가 독에 물을 71l 907ml 부었는데도 물은 채워지지 않고 계속 빈 독이었습니다. 이 상황을 지켜보던 두꺼비가 독 안으로 들어가서 구멍을 막아 주어 독에 물을 가득 채울 수 있었습니다. 콩순이가 독에 부은 물은 총 몇 ml인지 계산해보시오.,"a = 85114
b = 71907
y = a + b
print(y)",90000,1748.0,1748.0
64,8,"가로가 14cm, 세로가 6cm 인 직사각형의 네 변의 길이의 합은 몇cm 입니까?","a = 14
b = 6
y = (a + b) * 2
print(y)",38,64.0,64.0
405,1,"사슴의 다리는 2개, 말의 다리는 5개입니다. 농장에는 사슴이 90 마리, 말이 62 마리 있습니다. 농장에 있는 사슴과 말의 다리는 모두 몇 개 일까요?","a = 2
b = 5
c = 90
d = 62
y = a * c + b * d
print(y)",300,405.0,405.0
2697,1,수용이네 반 학생 16명을 3명씩 한 모둠으로 나누려고 합니다. 몇 모둠으로 나눌 수 있는지 구하시오.,"a = 16
b = 3
y = a // b
print(y)",7,2697.0,2697.0
548,4,"연필의 무게는 구슬 2개, 지우개의 무게는 구슬 1개, 볼펜의 무게는 구슬 5개, 필통의 무게는 구슬 15개의 무게와 같을때, 가장 무거운 물건의 무게는 가장 가벼운 물건의 무게의 몇 배입니까?","a = 2
b = 1
c = 5
d = 15
e = [a, b, c, d]
y = max(e) / min(e)
print(y)",20,548.0,548.0
2432,3,다음 식 282*A < 1000 이 있습니다. 이를 만족하는 한 자리 수A 중에서 가장 큰 수를 구해 보시오.,"a = 282
b = 1000
y = 0
for i in range(1,9+1) :
    if i < b / a  :
        y = i
print(y)",8,2432.0,2432.0
1928,3,"4장의 카드 3, 1, 7, 9를 한 번씩 모두 사용하여 만들 수 있는 가장 큰 소수 세자리수와 가장 작은 소수 세자리수의 합은 얼마인가요?","from itertools import permutations

a = ['3', '1', '7', '9']
b = int(max(map(''.join, permutations(a))))
c = int(min(map(''.join, permutations(a))))
y = (b + c) * (0.1 ** 3)
print(y)",11.11,1928.0,1928.0
2447,7,꽃밭에서 성수네 집까지는 7 미터 48 센티미터이고 민 욱이네 집까지는 999 센티미터입니다. 꽃밭에서 누구네 집이 더 가까운가요?,"a = (7 * 100) + 48
b = 999
dicts = {'성수': a, '민욱': b}
y = min(dicts, key=dicts.get)
print(y)",성수,2447.0,2447.0
891,1,똑같은 우유병 27개를 담은 상자의 무게가 67.7kg입니다. 빈 상자의 무게가 2.2kg일 때 우유병 한 개의 무게는 몇 kg일까요?,"a = 27
b = 67.7
c = 2.2
y = (b - c) / a
print(y)",2.68,891.0,891.0
529,8,한 변의 길이가 16센티미터인 정사각형 모양의 액자의 둘레는 몇 센티미터인가요?,"a = 16
b = 4
y = a * b
print(y)",44,529.0,529.0
2250,1,"미진이는 632미터를 달렸고, 주희는 미진이보다 102미터를 적게 달렸습니다. 병호는 주희보다 18미터를 적게 달렸다면 병호가 달린 거리는 몇 미터인지 구하시오.","a = 632
b = a - 102
y = b - 18
print(y)",655,2250.0,2250.0
1943,1,"줄자 두개가 있습니다. 줄자 하나의 길이는 1 m 68 cm이고, 다른 줄자의 길이는 1 m 72 cm입니다. 두 끈의 길이 의 합은 몇 cm인지 구하세요.","a = (100 * 1) + 68
b = (100 * 1) + 72
y = a + b
print(y)",398,1943.0,1943.0
888,1,연필 36개를 한 명에게 9개씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있는지 구해보시오.,"a = 36
b = 9
y = a // b
print(y)",4,888.0,888.0
2365,8,"가로의 길이가 1센티미터, 세로의 길이가 3센티미터인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 1
b = 3
y = a * b
print(y)",20,2365.0,2365.0
1679,1,음료수 19L를 4명이 똑같이 나누어 마셨습니다. 한 명이 마신 음료수는 몇 L일까요?,"a = 19
b = 4
y = a / b
print(y)",3,1679.0,1679.0
2539,8,"한 변의 길이가 10cm인 평행사변형과 한 변의 길이가 42cm인 정팔각형의 둘레가 같다고 할때, 이 평행사변형의 다른 한 변의 길이를 구하세요.","a = 10
b = 42
c = 8
y = (b * c - a * 2) / 2
print(y)",84,2539.0,2539.0
754,5,어떤 수를 7로 나누었더니 2로 나누어 떨어졌습니다. 어떤 수를 7로 나눈 몫은 얼마입니까?,"a = 7
b = 2
c = 7
y = a * b // c
print(y)",10,754.0,754.0
2382,1,"식용유 153리터를 한 병에 2리터 씩 남김없이 담으려고 한다면, 병은 모두 몇 개가 필요합니까?","from math import ceil

a = 153
b = 2
y = ceil(a / b)
print(y)",50,2382.0,2382.0
879,7,"우유가 11리터 있는데, 수연이가 전체의 2/2를 마셨고, 현우가 전체의 1/2를 마셨습니다. 수연이와 현우중에서 누가 우유를 더 많이 마셨습니까?","a = 11
b = 2/2
c = 1/2
dicts = {""수연"": a * b, ""현우"": a * c}
y = max(dicts, key=dicts.get)
print(y)",수연,879.0,879.0
2401,6,어떤 수에서 14을 뺐더니 83이 되었습니다. 어떤 수에 7을 곱한 값을 구하시오.,"a = 14
b = 83
c = 7
y = (b + a) * c
print(y)",180,2401.0,2401.0
2810,1,소민이는 420 원짜리 볼펜 3 자루와 940 원짜리 지우개 8 개를 사고 4869 원을 냈습니다. 소민이가 받을 거스름돈은 얼마인지 답을 작성하시오.,"a = 420
b = 3
c = 940
d = 8
e = 4869
y = e - (a * b + c * d)
print(y)",2420,2810.0,2810.0
375,1,(60＋5)÷1＋9×2을 계산한 값을 구해보세요.,"y = (60 + 5) / 1 + 9 * 2
print(y)",58,375.0,375.0
889,5,다음 식 67/5=A 과 5*A=65 이 있습니다. 이를 만족하는 A를 구하시오. ,"a = 67
b = 5
y = a / b
print(y)",13,889.0,889.0
2557,6,"어떤 수의 1/4이 26이라면, 어떤 수의 1/68는 얼마입니까?","a = 1 / 4
b = 26
c = 1 / 68
d = b / a
y = d * c
print(y)",6,2557.0,2557.0
540,8,한 변이 28센티미터인 정칠각형이 있습니다. 이 정칠각형의 둘레는 몇 센티미터일까요?,"a = 28
b = 7
y = a * b
print(y)",84,540.0,540.0
1616,7,"우유를 주영이는 2/50리터, 경석이는 4/22리터 마셨습니다. 주영이와 경석이 중 누가 우유를 더 많이 마셨나요?","a = 2 / 50
b = 4 / 22
dict = {'주영': a, '경석': b}
y = max(dict, key=dict.get)
print(y)",주영,1616.0,1616.0
700,1,"한 직선에 점 A, B, C, D가 순서대로 있고,  A- C의 거리는 650미터, C - D의 거리는 154미터, B - D의 거리는 240미터라고 합니다. 그렇다면, A - B의 거리는 얼마일까요?","a = 650
b = 154
c = 240
y = a + b - c
print(y)",98,700.0,700.0
2017,8,"둘레가 80센티미터인 정사각형과 가로가 44센티미터이고, 둘레가 79센티미터인 직사각형이 있습니다. 두 도형의 넓이의 차는 몇 센티미터²인지 구하시오.","a = 80
b = 4
c = 44
d = 79
y = (c * (d / 2 - c)) - (a / b) ** 2
print(y)",166,2017.0,2017.0
2090,5,"36에서 어떤 수를 빼고, 5으로 나누었더니 5로 나누어 떨어졌습니다. 어떤 수를 구하세요.","a = 36
b = 5
c = 5
y = a - (b * c)
print(y)",2,2090.0,2090.0
1942,1,한 상자에 10개씩 들어 있는 초콜릿이 8상자 있습니다. 이 초콜릿를 7명에게 똑같이 나누어 주려고 하면 한 명에게 몇 개씩 나누어 주면 됩니까?,"a = 10
b = 8
c = 7
y = a * b // c
print(y)",5,1942.0,1942.0
849,6,어떤 수를 2으로 나누어야 할 것을 잘못하여 9로 나누었더니 5가 되었습니다. 바르게 계산해보시오.,"a = 2
b = 9
c = 5
d = b * c
y = d / a
print(y)",24,849.0,849.0
1036,8,한 변의 길이가 14센티미터인 정구각형의 둘레는 몇 센티미터인가요?,"a = 14
b = 9
y = a * b
print(y)",108,1036.0,1036.0
2182,8,"가로의 길이가 39cm, 세로의 길이가 27cm인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 39
b = 27
y = a * b
print(y)",325,2182.0,2182.0
1507,3,"숫자 카드 4, 1, 8 를 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구해 보시오.","from itertools import permutations

a = ['4', '1', '8']
b = int(max(map(''.join, permutations(a, 3))))
c = int(min(map(''.join, permutations(a, 3))))
y = b + c
print(y)",969,1507.0,1507.0
322,1,분홍 쪽지 32 장과 빨간 쪽지 27 장이 있습니다. 이 쪽지를 2명이 똑같이 나누어 가지려면 한 명이 몇 장씩 가지면 됩니까?,"a = 32
b = 27
c = 2
y = (a + b) // c
print(y)",16,322.0,322.0
469,4,"3장의 숫자 카드 5, 9, 3, 3, 9를 한 번씩 사용하여 백의 자리 숫자가 6인 가장 큰 다섯 자리 수를 만들어 보시오.","a = [3,9,3,3,9]
b = 6
a.sort()
a.remove(b)
y = 10000*a[3] + 1000*a[2]+ 100*b + 10*a[1] + a[0]
print(y)",85632,469.0,469.0
486,8,한변의 길이가 1.68미터인 정사각형의 넓이는 몇 제곱미터인가요?,"a = 1.68
y = a * a
print(y)",2.40,486.0,486.0
2177,1,"철사 한 개의 길이는 0.20미터라면, 철사 17개의 길이의 합은 몇 미터입니까?","a = 0.20
b = 17
y = a * b
print(y)",2.76,2177.0,2177.0
1147,1,"길준이는 3.21 km를 달렸고, 시연이는 길준이보다 320미터 더 적게 달렸다면 시연이는 몇 km 를 달렸습니까?","a = 3.21
b = 0.32
y = a - b
print(y)",2.89,1147.0,1147.0
245,1,지훈이네 반 32명의 학생들은 3명씩 한 모둠을 만들어 하천 주변에서 쓰레기 줍기를 하였습니다.한 모둠 당 쓰레기봉투를 2개씩 받았다면 나누어 준 쓰레기봉투는 모두 몇 개 일까요?,"a = 32
b = 3
c = 2
y = a // b * c
print(y)",28,245.0,245.0
204,1,15 x 4.1 과 7 x 6.2  중 더 큰 값의 계산 결과를 구하시오.,"a = 15
b = 4.1
c = 7
d = 6.2
e = a * b
f = c * d
y = max(e, f)
print(y)",66.30,204.0,204.0
447,8,오각기둥의 모서리의 수와 팔각뿔의 모서리의 수의 차는 몇 개인가요?,"a = 5
b = 8
c = a * 3
d = b * 2
y = abs(c - d)
print(y)",1,447.0,447.0
2571,7,"과수원에서 사과와 배를 재배했습니다. 사과를 한 상자에 47개씩 담아 51상자에 담았고, 배를 한 상자에 49개씩 담아 42상자에 넣었습니다. 사과와 배 중 무엇이 더 많을까요?","a = 47
b = 51
c = 49
d = 42
dicts = {'사과': a * b, '배': c * d}
y = max(dicts, key=dicts.get) 
print(y)",배,2571.0,2571.0
2292,8,둘레가 303cm인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 cm인가요?,"a = 303
b = 4
y = a / b
print(y)",31,2292.0,2292.0
1572,1,똑같은 바게트 5개가 들어 있는 상자의 무게를 재어 보니 823g 이었습니다. 여기에 똑같은 바게트 2 개를 더 넣어 무게를 재어 보니 613g 이었습니다. 상자만의 무게는 몇 g 일까요?,"a = 5
b = 823
c = 2
d = 613
y = b - (d - b) / c * a
print(y)",180,1572.0,1572.0
1239,1,28센티미터보다 9밀리미터 더 긴 연필이 있습니다. 이 연필의 길이를 소수로 몇 센티미터인지 나타내시오.,"a = 28
b = 9 * 0.1
y = a + b
print(y)",12.50,1239.0,1239.0
542,7,"서점에 위인전이 574권, 소설책이 446권 있다면, 더 많은 것은 무엇일까요?","a = 574
b = 446
dicts = {'위인전': a, '소설책': b}
y = max(dicts, key=dicts.get)
print(y)",소설책,542.0,542.0
2518,4,"숫자 86, 87, 20, 70 중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [86, 87, 20, 70]
y = max(a) * min(a)
print(y)",2378,2518.0,2518.0
1327,2,"학교에서 국어, 수학, 영어, 과학, 사회의 순서로 시험을 봤습니다. 두 번째로 시험을 본 과목은 무엇입니까?","a = ['국어', '수학', '영어', '과학', '사회']
b = 2
y = a[b - 1]
print(y)",수학,1327.0,1327.0
1023,8,가로의 길이가 19cm이고 세로의 길이가 A인 직사각형의 둘레가 71cm일 때 A를 구하세요.,"a = 19
b = 71
y = (b - a - a) / 2
print(y)",23,1023.0,1023.0
1043,1,"초콜릿 89개를 한 사람에게 13개씩 나누어 주려고 한다면, 초콜릿을 몇 명에게 나누어 줄 수 있는지 구해 보시오. ","a = 89
b = 13
y = a // b
print(y)",9,1043.0,1043.0
1383,4,"50, 22, 5, 4중 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [50, 22, 5, 4]
b = max(a)
c = min(a)
y = b * c
print(y)",180,1383.0,1383.0
1271,5,다음 비례식 1:3 = 8:A을 만족하는 A를 구하시오.,"a = 1
b = 3
c = 8
y = b * c / a
print(y)",12,1271.0,1271.0
1590,1,"일정하게 물이 나오는 수도를 11분 동안 틀어 욕조에 71리터의 물을 받았다고하면, 1분 동안 받은 물의 양은 몇 리터 입니까?","a = 71
b = 11
y = a / b
print(y)",3,1590.0,1590.0
1006,8,"1미터인 철사로 한 변의 길이가 23센티미터인 정삼각형과 가로 길이 4센티미터, 세로 길이 5센티미터인 직사각형을 만들었다면, 남은 철사의 길이는 몇 센티미터인가요?","a = 100
b = 23
c = 4
d = 5
y = a - (b * 3 + 2 * (c + d))
print(y)",148,1006.0,1006.0
684,8,모서리가 68개인 각기둥의 꼭지점 개수를 구하세요.,"a = 68
b = a // 3
y = b * 2
print(y)",20,684.0,684.0
2024,1,"어느 비행기에 남자가 265명, 여자가 335명 타고 있습니다. 그중 어린이가 85명이고 나머지는 어른입니다. 비행기에 타고있는 어른은 몇 명인지 구하여 보세요.","a = 265
b = 335
c = 85
y = a + b - c
print(y)",341,2024.0,2024.0
1452,1,성규의 발 길이는 60cm입니다. 옷장의 짧은 쪽의 길이를 성규의 발로 재었더니 2번이었습니다. 옷장의 짧은 쪽의 길이는 몇 cm일까요?,"a = 60
b = 2
y = a * b
print(y)",115,1452.0,1452.0
58,1,두웅이는 774 원짜리 색연필 2 자루와 920 원짜리 포스트잇 7 개를 사고 4888원을 냈습니다. 두웅이가 받을 거스름돈은 얼마인지 답을 구하여라.,"a = 774
b = 2
c =920
d = 7
e = 4888
y = e - (a * b + c * d)
print(y)",250,58.0,58.0
254,1,공도는 매실주스를 매일 0.7L씩 마십니다. 공도가 9일 동안 마실 매실주스를 준비하려면 1L짜리 매실주스를 적어도 몇 개 사야 할까요?,"import math

a = 0.7
b = 9
y = math.ceil(b * a)
print(y)",7,254.0,254.0
1613,8,"가로가 1센티미터, 세로가 6센티미터인 직사각형의 네 변의 길이의 합은 몇 센티미터입니까?","a = 1
b = 6
y = (a + b) * 2
print(y)",14,1613.0,1613.0
1296,8,"가로가 7cm, 세로가 9cm인 직사각형이 있습니다. 이 직사각형의 둘레는 세로 길이의 몇 배인가요?","a = 7
b = 9
y = (a + b) * 2 / b
print(y)",5,1296.0,1296.0
831,1,동진이네 반 학생 56명에게 연필을 4자루씩 나누어 주려고 합니다. 연필을 19자루씩 묶음으로만 판다면 최소 몇 묶음을 사야 하는지 구해 보세요.,"import math

a = 56
b = 4
c = 19
y = math.ceil((a * b) / c)
print(y)",20,831.0,831.0
2347,8,한 변의 길이가 19센티미터인 정사각형이 있습니다. 이 정사각형의 둘레를 구하세요.,"a = 19
b = 4
y = a * b
print(y)",60,2347.0,2347.0
900,7,"세진이는 하루 39시간 중에서 1/5만큼, 현진이는 2/9만큼 비행기를 탔습니다. 누가 더 오래 비행기를 탔을까요?","a = 39
b = 1/5
c = 2/9
dict = {'세진' : a * b, '현진' : a * c}
y = max(dict, key=dict.get)
print(y)",현진,900.0,900.0
2384,8,한 변의 길이가 55cm인 정사각형이 있습니다. 이 정사각형의 넓이는 몇 cm²입니까?,"a = 55
b = 4
y = a * a
print(y)",1369,2384.0,2384.0
2549,2,"총 55명의 학생이 한 줄로 서있을때, 승철이의 앞에 5명의 학생이 있다면 승철이는 뒤에서 몇 번째에 서 있습니까?","a = 55
b = 5
y = a - b + 1
print(y)",22,2549.0,2549.0
1666,3,"4장의 숫자 카드 1, 8, 6, 2 중에서 2장을 골라 한 번씩만 사용하여 AB/2 와 같은 나눗셈식을 만들려고 합니다. 만든 나눗셈의 몫이 가장 작을 때의 몫을 구하시오.","from itertools import permutations

a = ['1', '8', '6', '2']
b = int(min(map(''.join, permutations(a, 2))))
c = 2
y = b // c
print(y)",6,1666.0,1666.0
1406,7,"윤아와 한서의 자유형 100 미터 기록은 각각 윤아 150초, 한서는 2분 10초 입니다. 누가 더 빠른지 구하세요.","a = 150
b = (2 * 60) + 10
dicts = {'윤아': a, '한서': b}
y = min(dicts, key=dicts.get)
print(y)",한서,1406.0,1406.0
108,1,어떤 식료품점에서는 10개에 23112원 하는 석류를 사와서 한 상자에 6개씩 담아 14589 원에 팔았습니다. 식료품점에서 석류를 팔아 얻은 수익이 25308 원이라면 판 석류는 모두 몇 상자입니까?,"from math import ceil

a = 10
b = 23112
c = 6
d = 14589
e = 25308
y = ceil((e / ((d / c) - (b / a))) / c)
print(y)",11,108.0,108.0
2659,8,한 변의 길이가 8cm인 정칠각형과 한 변의 길이가 2cm인 정십각형의 둘레의 합을 구해보시오.,"a = 8
b = 7
c = 2
d = 10
y = a * b + c * d
print(y)",83,2659.0,2659.0
1378,8,"넓이가 51cm², 윗변이 2cm, 밑변이 6cm인 사다리꼴이 있습니다. 이 사다리꼴의 높이는 몇 cm인가요?","a = 51
b = 2
c = 6
y = (a * 2) / (b + c)
print(y)",5,1378.0,1378.0
0,8,한 변의 길이가 46cm인 정육각형과 둘레가 같은 정팔각형이 있습니다. 이 정팔각형의 한 변의 길이는 몇 cm인지 구하시오.,"a = 46
b = 6
c = 8
y = a * b / c
print(y)",18,0.0,0.0
1114,1,"인스타그램에서 퀴즈 대회가 열렸습니다. 퀴즈 대회의 참가 인원은 923명입니다. 첫 번째 문제에서 전체의 2/3가 탈락했고, 두 번째 문제에서 남아 있는 사람의 1/3가 탈락했습니다. 세번째 문제를 풀 수 있는 사람은 몇 명일까요?","a = 923
b = 2/3
c = 1/3
y = int(a * (1 - b) * (1 - c))
print(y)",140,1114.0,1114.0
788,8,"한변이 3m, 다른 변이 303cm인 직사각형과 밑변이 2m, 높이가 3m인 삼각형이 있습니다. 두 도형의 넓이의 차는 몇 cm²인지 구하시오.","a = 3 * 100
b = 303
c = 2 * 100
d = 3 * 100
y = abs(a * b - c * d / 2)
print(y)",140000,788.0,788.0
521,4,"들이 35L, 7L 418mL, 4403mL가 있습니다. 가장 많은 들이와 가장 적은 들이의 합은 몇 mL인지 구하시오.","a = [35000, 7418, 4403]
y = max(a) + min(a)
print(y)",14050,521.0,521.0
2784,5,5263 - □ - 6144 규칙적인 수의 배열에서 □에 알맞은 수를 구해 보시오.,"a = 5263
b = 6144
c = a - b
y = b + c / 2
print(y)",6350,2784.0,2784.0
2696,7,"연필 1개의 무개와 지우개 6개의 무게가 같다고 하면, 1개의 무게가 더 무거운 것은 무엇인가요?","a = 1
b = 6
c = 1
d = c * (a/b)
dict = {'연필':c, '지우개': d}
y = max(dict, key=dict.get)
print(y)",연필,2696.0,2696.0
2302,1,"화성에서 몸무게는 지구의 1/2입니다. 만약 58kg인 서진이가 화성에 간다면, 서진이는 몇 kg 입니까?","a = 1/2
b = 58
y = a * b
print(y)",8.75,2302.0,2302.0
338,1,분필이 한 상자에 39개씩 들어 있습니다. 45상자에 들어 있는 분필은 모두 몇 개입니까?,"a = 39
b = 45
y = a * b
print(y)",600,338.0,338.0
1672,1,설탕 81.81kg을 한 봉지에 1.21kg씩 담아 팔려고 합니다. 설탕을 남김없이 봉지에 담아 모두 팔려면 설탕은 적어도 몇 kg 더 필요한지 구해 보세요.,"from math import ceil

a = 81.81
b = 1.21
c = ceil(a / b)
y = b * c - a
print(y)",0.39,1672.0,1672.0
262,1,마카롱이 한 상자에 7개씩 21줄로 놓여 있습니다. 이 초콜릿을 학생 7명에게 7개씩 나누어 주면 몇 개가 남습니까?,"a = 7
b = 21
c = 7
d = 7
y = (a * b) - (c * d)
print(y)",8,262.0,262.0
49,8,원 안에 마름모의 넓이가 96cm²일 때 원의 반지름은 몇 cm일까요?,"a = 96
y = (a * 2) ** (1 / 2) / 2
print(y)",6.708203932499369,49.0,49.0
2198,8,길이가 75센티미터 인 끈으로 만든 가장 큰 정사각형 한 변의 길이는 몇 센티미터 입니까?,"a = 75
b = 4
y = a / b
print(y)",22,2198.0,2198.0
2676,1,색연필 97자루를 3명에게 똑같이 나누어 주었습니다. 한 명에게 색연필을 몇 자루씩 나누어 주었을까요?,"a = 97
b = 3
y = a // b
print(y)",16,2676.0,2676.0
1734,1,"수제 사탕 공장에서 오늘 사탕을 14221개 생산했습니다. 이 사탕들을 한 봉지에 84개씩 695봉지에 담았을때, 남은 봉지에 담고 남은 사탕의 개수는 몇 개입니까?","a = 14221
b = 84
c = 695
y = a - b * c
print(y)",1000,1734.0,1734.0
2426,8,한 변의 길이가 5m인 정사각형 모양의 땅이 있습니다. 이땅을 가로는 1.3배로 세로는 1.5배로 늘렸다면 새로운 땅의 넓이는 몇 m²인가요?,"a = 5
b = 1.3
c = 1.5
y = a * b * a * c
print(y)",60.48,2426.0,2426.0
1369,3,"6장의 숫자 카드 2, 4, 6, 9를 한 번씩 모두 사용하여 두 자리수 두개의 곱을 구하려고 합니다. 가장 큰 곱과 가장 작은 곱의 합을 구하시오.","from itertools import permutations

a = ['2', '6', '6', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c) + min(c)
print(y)",4498,1369.0,1369.0
394,1,"주스 17.7리터를 2명이 똑같이 나누어 마시려고 한다면, 한 사람이 몇 리터씩 마실 수 있을까요?","a = 17.7
b = 2
y = a / b
print(y)",3.20,394.0,394.0
